G: 1, P: 1, M: 3,PKTLEN: 64, GENER_SPEED: 501.625, CPU_USAGE: 22.4056, MEM_USAGE: 5.37333, Perfor: 4.16657
G: 1, P: 1, M: 3,PKTLEN: 128, GENER_SPEED: 980.1, CPU_USAGE: 22.2089, MEM_USAGE: 6.53667, Perfor: 6.75129
G: 1, P: 1, M: 3,PKTLEN: 256, GENER_SPEED: 1958.75, CPU_USAGE: 22.7178, MEM_USAGE: 6.63, Perfor: 13.0047
G: 1, P: 1, M: 3,PKTLEN: 512, GENER_SPEED: 3296.07, CPU_USAGE: 23.1044, MEM_USAGE: 6.63, Perfor: 21.5173
G: 1, P: 1, M: 3,PKTLEN: 1024, GENER_SPEED: 5492.98, CPU_USAGE: 23.3, MEM_USAGE: 6.64, Perfor: 35.5046
G: 1, P: 1, M: 3,PKTLEN: 1280, GENER_SPEED: 6107.4, CPU_USAGE: 23.3311, MEM_USAGE: 6.64, Perfor: 39.4233
G: 1, P: 1, M: 3,PKTLEN: 1500, GENER_SPEED: 7206.32, CPU_USAGE: 23.5622, MEM_USAGE: 6.64, Perfor: 46.0606
G: 1, P: 1, M: 5,PKTLEN: 64, GENER_SPEED: 531.825, CPU_USAGE: 28.6756, MEM_USAGE: 8.66444, Perfor: 2.1405
G: 1, P: 1, M: 5,PKTLEN: 128, GENER_SPEED: 1008.75, CPU_USAGE: 28.9189, MEM_USAGE: 10.5933, Perfor: 3.29284
G: 1, P: 1, M: 5,PKTLEN: 256, GENER_SPEED: 1946.1, CPU_USAGE: 29.1011, MEM_USAGE: 10.9978, Perfor: 6.08065
G: 1, P: 1, M: 5,PKTLEN: 512, GENER_SPEED: 3517.88, CPU_USAGE: 29.4078, MEM_USAGE: 11.05, Perfor: 10.8257
G: 1, P: 1, M: 5,PKTLEN: 1024, GENER_SPEED: 6691.6, CPU_USAGE: 30.0656, MEM_USAGE: 11.06, Perfor: 20.1236
G: 1, P: 1, M: 5,PKTLEN: 1280, GENER_SPEED: 7907.38, CPU_USAGE: 30.3156, MEM_USAGE: 11.06, Perfor: 23.5837
G: 1, P: 1, M: 5,PKTLEN: 1500, GENER_SPEED: 9413.02, CPU_USAGE: 30.4344, MEM_USAGE: 11.06, Perfor: 27.9646
G: 1, P: 1, M: 7,PKTLEN: 64, GENER_SPEED: 536, CPU_USAGE: 36.8167, MEM_USAGE: 11.9278, Perfor: 1.22056
G: 1, P: 1, M: 7,PKTLEN: 128, GENER_SPEED: 1013.48, CPU_USAGE: 37.0089, MEM_USAGE: 14.2867, Perfor: 1.9168
